Word	X.period_P1	X.period_P2
probable	1,3223	-1,3223
lp	1,3223	-1,3223
discussion	1,3227	-1,3227
building	1,3256	-1,3256
fifo	1,3256	-1,3256
pulse	1,3267	-1,3267
multimedia	1,3267	-1,3267
illustration	1,3267	-1,3267
posterior	1,3267	-1,3267
negligible	1,3267	-1,3267
occlusion	1,3267	-1,3267
epsilon	1,3267	-1,3267
diversity	1,3267	-1,3267
intense	1,3267	-1,3267
assumption	1,3294	-1,3294
exit	1,3334	-1,3334
online	1,3334	-1,3334
preferable	1,3359	-1,3359
cite	1,3359	-1,3359
dbl	1,3359	-1,3359
interpretability	1,3359	-1,3359
advantageous	1,3359	-1,3359
reception	1,3359	-1,3359
jersey	1,3359	-1,3359
france	1,3359	-1,3359
intractable	1,3359	-1,3359
theme	1,3359	-1,3359
pces	1,3359	-1,3359
liquid	1,3359	-1,3359
cache	1,3359	-1,3359
dlm	1,3359	-1,3359
persistence	1,3375	-1,3375
reflection	1,3375	-1,3375
suppose	1,3375	-1,3375
diffusion	1,3386	-1,3386
satisfy	1,3428	-1,3428
extraction	1,3448	-1,3448
od	1,3455	-1,3455
cauchy	1,3461	-1,3461
attractive	1,3461	-1,3461
propagate	1,3496	-1,3496
attribute	1,3498	-1,3498
averse	1,3517	-1,3517
psychology	1,3517	-1,3517
distinction	1,3517	-1,3517
abrupt	1,3517	-1,3517
exponentially	1,3517	-1,3517
asia	1,3517	-1,3517
mind	1,3517	-1,3517
pseudo	1,3517	-1,3517
write	1,3517	-1,3517
satisfactory	1,3534	-1,3534
surface	1,356	-1,356
expect	1,3569	-1,3569
movement	1,3596	-1,3596
headway	1,3636	-1,3636
generalize	1,3674	-1,3674
exclude	1,3684	-1,3684
directly	1,3693	-1,3693
tollbooth	1,3723	-1,3723
live	1,3764	-1,3764
interruption	1,3831	-1,3831
logic	1,3851	-1,3851
initiate	1,3869	-1,3869
cmac	1,3869	-1,3869
prescribe	1,3869	-1,3869
pro	1,3869	-1,3869
kill	1,3869	-1,3869
quantitative	1,391	-1,391
unite	1,3936	-1,3936
railway	1,3988	-1,3988
carlo	1,4045	-1,4045
neuron	1,406	-1,406
perpendicular	1,4068	-1,4068
home	1,4068	-1,4068
automatic	1,4111	-1,4111
statistic	1,412	-1,412
represent	1,4136	-1,4136
evacuation	1,4235	-1,4235
regard	1,4236	-1,4236
true	1,4248	-1,4248
correctly	1,4248	-1,4248
briefly	1,4248	-1,4248
display	1,426	-1,426
math	1,4277	-1,4277
death	1,4277	-1,4277
stem	1,4277	-1,4277
answer	1,4277	-1,4277
discontinuity	1,4334	-1,4334
dioxide	1,4362	-1,4362
perfect	1,4494	-1,4494
ma	1,4494	-1,4494
spontaneous	1,451	-1,451
content	1,4606	-1,4606
geographic	1,4636	-1,4636
examine	1,471	-1,471
nighttime	1,4717	-1,4717
incorporation	1,4717	-1,4717
undertake	1,4773	-1,4773
element	1,4863	-1,4863
attempt	1,4873	-1,4873
exhibit	1,4907	-1,4907
final	1,4907	-1,4907
graphical	1,4908	-1,4908
monte	1,4927	-1,4927
necessarily	1,4946	-1,4946
treat	1,5004	-1,5004
journey	1,5035	-1,5035
suggestion	1,5035	-1,5035
mixture	1,5036	-1,5036
university	1,5148	-1,5148
class	1,5236	-1,5236
uniform	1,5245	-1,5245
think	1,5297	-1,5297
partial	1,5353	-1,5353
packet	1,5395	-1,5395
reserve	1,5414	-1,5414
rarely	1,5414	-1,5414
traditionally	1,5414	-1,5414
collective	1,5418	-1,5418
qualitatively	1,5418	-1,5418
create	1,5463	-1,5463
basis	1,5532	-1,5532
resident	1,5559	-1,5559
whitham	1,5594	-1,5594
derive	1,5631	-1,5631
adms	1,5635	-1,5635
spontaneously	1,5635	-1,5635
seldom	1,5635	-1,5635
publication	1,5635	-1,5635
infrared	1,5641	-1,5641
linearization	1,5641	-1,5641
file	1,5641	-1,5641
pipeline	1,5641	-1,5641
patrol	1,5641	-1,5641
structure	1,5666	-1,5666
count	1,5669	-1,5669
pm	1,5687	-1,5687
opinion	1,5698	-1,5698
mutually	1,5698	-1,5698
nottingham	1,5701	-1,5701
imagery	1,5701	-1,5701
elsevier	1,5701	-1,5701
phenomenological	1,5701	-1,5701
partly	1,5701	-1,5701
1d	1,5701	-1,5701
transims	1,5701	-1,5701
convoy	1,5701	-1,5701
causality	1,5701	-1,5701
winter	1,5704	-1,5704
collection	1,5783	-1,5783
tokyo	1,5792	-1,5792
replace	1,5821	-1,5821
pool	1,5872	-1,5872
rejection	1,5872	-1,5872
sequentially	1,5872	-1,5872
initiative	1,5914	-1,5914
nonparametric	1,5934	-1,5934
zero	1,5934	-1,5934
quantity	1,5954	-1,5954
interstate	1,5987	-1,5987
develop	1,5991	-1,5991
easily	1,6031	-1,6031
place	1,6031	-1,6031
lidar	1,6057	-1,6057
analytical	1,6087	-1,6087
measure	1,6111	-1,6111
basic	1,6176	-1,6176
consistent	1,619	-1,619
association	1,6203	-1,6203
malaysian	1,6208	-1,6208
m25	1,6208	-1,6208
interview	1,6208	-1,6208
apparently	1,6208	-1,6208
dissolution	1,6208	-1,6208
olympic	1,6208	-1,6208
ministry	1,6208	-1,6208
profitability	1,6208	-1,6208
unchanged	1,6208	-1,6208
vts	1,6208	-1,6208
supervision	1,6208	-1,6208
arrow	1,6208	-1,6208
motorised	1,6218	-1,6218
freely	1,6218	-1,6218
ice	1,6218	-1,6218
explicit	1,6232	-1,6232
variation	1,6317	-1,6317
lane	1,6325	-1,6325
natural	1,6332	-1,6332
physic	1,6343	-1,6343
catastrophe	1,6381	-1,6381
mimic	1,6392	-1,6392
devote	1,6392	-1,6392
sectional	1,6392	-1,6392
foundation	1,6487	-1,6487
stabilization	1,6577	-1,6577
casualty	1,6577	-1,6577
configuration	1,6581	-1,6581
stream	1,6583	-1,6583
essentially	1,6604	-1,6604
today	1,6604	-1,6604
wide	1,6765	-1,6765
grade	1,6885	-1,6885
trip	1,6895	-1,6895
solution	1,6968	-1,6968
cold	1,6973	-1,6973
paper	1,7026	-1,7026
ideal	1,712	-1,712
radial	1,712	-1,712
give	1,7153	-1,7153
formula	1,7245	-1,7245
involve	1,7338	-1,7338
good	1,7429	-1,7429
extend	1,7525	-1,7525
diversion	1,7531	-1,7531
rascle	1,7531	-1,7531
progress	1,7609	-1,7609
viewpoint	1,7609	-1,7609
business	1,7642	-1,7642
circle	1,7642	-1,7642
introduce	1,7729	-1,7729
node	1,7793	-1,7793
macroscopic	1,7948	-1,7948
run	1,7968	-1,7968
straightforward	1,7977	-1,7977
detrended	1,801	-1,801
sweden	1,801	-1,801
posedness	1,801	-1,801
immune	1,805	-1,805
document	1,805	-1,805
evacuate	1,805	-1,805
timing	1,8054	-1,8054
evidence	1,8057	-1,8057
interact	1,8104	-1,8104
adjoint	1,811	-1,811
bot	1,811	-1,811
tag	1,811	-1,811
lpv	1,8135	-1,8135
aggregation	1,8194	-1,8194
suggest	1,822	-1,822
microsimulation	1,8236	-1,8236
laboratory	1,8363	-1,8363
busy	1,8363	-1,8363
treatment	1,8363	-1,8363
incur	1,8372	-1,8372
development	1,8399	-1,8399
execution	1,8508	-1,8508
florida	1,8515	-1,8515
corridor	1,8522	-1,8522
instrument	1,8612	-1,8612
maximal	1,8612	-1,8612
episode	1,8632	-1,8632
fresim	1,8632	-1,8632
kinetics	1,8632	-1,8632
oncoming	1,8632	-1,8632
klenov	1,8632	-1,8632
loop	1,8778	-1,8778
coexist	1,8839	-1,8839
daytime	1,8839	-1,8839
substantial	1,8862	-1,8862
interest	1,8925	-1,8925
yield	1,896	-1,896
arise	1,8972	-1,8972
campaign	1,9016	-1,9016
exposure	1,9069	-1,9069
update	1,9089	-1,9089
project	1,9151	-1,9151
oscillator	1,9168	-1,9168
transyt	1,9168	-1,9168
evaporation	1,9168	-1,9168
leq	1,9168	-1,9168
snapshot	1,9168	-1,9168
ireland	1,9168	-1,9168
tower	1,9168	-1,9168
expert	1,9186	-1,9186
suitable	1,9361	-1,9361
confidence	1,939	-1,939
semi	1,9442	-1,9442
agreement	1,9487	-1,9487
matter	1,9619	-1,9619
imply	1,9625	-1,9625
california	1,9921	-1,9921
threshold	1,9937	-1,9937
hourly	2,0002	-2,0002
reidentification	2,0047	-2,0047
jurisdiction	2,0047	-2,0047
piston	2,0047	-2,0047
subsection	2,0047	-2,0047
diffuse	2,0047	-2,0047
erosion	2,0047	-2,0047
kaunas	2,0047	-2,0047
lett	2,0047	-2,0047
acoustical	2,0047	-2,0047
rabbit	2,0047	-2,0047
exceed	2,0113	-2,0113
marking	2,0284	-2,0284
institute	2,0284	-2,0284
contour	2,0347	-2,0347
momentum	2,0347	-2,0347
inversion	2,0347	-2,0347
observable	2,0347	-2,0347
activity	2,0389	-2,0389
soil	2,0415	-2,0415
priori	2,0427	-2,0427
junction	2,0455	-2,0455
telecommunication	2,0472	-2,0472
depend	2,0497	-2,0497
downwind	2,0527	-2,0527
mrf	2,0681	-2,0681
fukui	2,0681	-2,0681
emergence	2,0848	-2,0848
economics	2,1004	-2,1004
lagrange	2,1004	-2,1004
macroscopically	2,1004	-2,1004
siam	2,1004	-2,1004
pipe	2,1004	-2,1004
ishibashi	2,1004	-2,1004
material	2,1068	-2,1068
fraction	2,1109	-2,1109
concept	2,1157	-2,1157
aid	2,1358	-2,1358
far	2,1383	-2,1383
detector	2,1391	-2,1391
introduction	2,1417	-2,1417
al	2,1419	-2,1419
socioeconomic	2,1489	-2,1489
gaseous	2,1489	-2,1489
uk	2,1607	-2,1607
metastable	2,1739	-2,1739
center	2,1749	-2,1749
texas	2,1764	-2,1764
variance	2,182	-2,182
formation	2,1849	-2,1849
dependence	2,1966	-2,1966
alternative	2,2113	-2,2113
scour	2,222	-2,222
disutility	2,222	-2,222
homogeneous	2,2428	-2,2428
database	2,2514	-2,2514
mi	2,2525	-2,2525
cfd	2,2525	-2,2525
pattern	2,2557	-2,2557
som	2,2567	-2,2567
infinity	2,2567	-2,2567
dp	2,2567	-2,2567
mortality	2,2567	-2,2567
univariate	2,2567	-2,2567
hopf	2,2606	-2,2606
toronto	2,2654	-2,2654
scan	2,2654	-2,2654
conjunction	2,2681	-2,2681
advancement	2,2798	-2,2798
atms	2,2798	-2,2798
generation	2,2917	-2,2917
mass	2,2941	-2,2941
link	2,3018	-2,3018
nb	2,3018	-2,3018
presentation	2,3018	-2,3018
numb	2,3061	-2,3061
direct	2,3109	-2,3109
transformation	2,3116	-2,3116
oppose	2,3136	-2,3136
net	2,3152	-2,3152
characterization	2,3162	-2,3162
kind	2,3237	-2,3237
module	2,3264	-2,3264
ann	2,3287	-2,3287
speak	2,3351	-2,3351
cabin	2,3351	-2,3351
suspend	2,3351	-2,3351
find	2,3395	-2,3395
advance	2,3676	-2,3676
vilnius	2,3789	-2,3789
usefulness	2,3789	-2,3789
algorithmic	2,3789	-2,3789
digital	2,3803	-2,3803
preliminary	2,3816	-2,3816
determine	2,3837	-2,3837
equilibria	2,3927	-2,3927
operate	2,398	-2,398
direction	2,3999	-2,3999
approximation	2,4137	-2,4137
period	2,426	-2,426
roadway	2,4319	-2,4319
representation	2,4321	-2,4321
being	2,4428	-2,4428
sa	2,443	-2,443
jiang	2,443	-2,443
translation	2,443	-2,443
dublin	2,443	-2,443
spectrum	2,4473	-2,4473
enter	2,4554	-2,4554
capable	2,4645	-2,4645
explicitly	2,4699	-2,4699
maximum	2,4778	-2,4778
property	2,4802	-2,4802
behave	2,4835	-2,4835
airspace	2,4856	-2,4856
reverse	2,4936	-2,4936
difficulty	2,4988	-2,4988
precision	2,4992	-2,4992
paramics	2,4994	-2,4994
atmospheric	2,4994	-2,4994
continuity	2,4994	-2,4994
enforcement	2,5095	-2,5095
taiwan	2,5095	-2,5095
graphic	2,5096	-2,5096
efficacy	2,5096	-2,5096
designate	2,5096	-2,5096
background	2,5131	-2,5131
oscillatory	2,5209	-2,5209
mathematical	2,5235	-2,5235
traverse	2,5324	-2,5324
earthquake	2,5333	-2,5333
anti	2,5352	-2,5352
drone	2,5352	-2,5352
discontinuous	2,5465	-2,5465
container	2,5467	-2,5467
continuous	2,5511	-2,5511
obtain	2,5577	-2,5577
voc	2,5639	-2,5639
type	2,565	-2,565
metropolitan	2,5716	-2,5716
problem	2,5737	-2,5737
set	2,5764	-2,5764
numerically	2,5959	-2,5959
hand	2,6049	-2,6049
realistic	2,6059	-2,6059
coincide	2,6068	-2,6068
allowable	2,6068	-2,6068
arbitrary	2,6078	-2,6078
asymmetric	2,6202	-2,6202
block	2,6254	-2,6254
nitrogen	2,6498	-2,6498
reinforce	2,665	-2,665
percent	2,6712	-2,6712
altitude	2,6724	-2,6724
discretisation	2,6724	-2,6724
multicommodity	2,6724	-2,6724
lithuanian	2,6724	-2,6724
unscented	2,6724	-2,6724
spike	2,6724	-2,6724
spacing	2,6724	-2,6724
unsteady	2,6724	-2,6724
subspace	2,6724	-2,6724
archive	2,6956	-2,6956
ultrafine	2,6987	-2,6987
suit	2,7039	-2,7039
fee	2,7108	-2,7108
virginia	2,72	-2,72
user	2,7291	-2,7291
multilane	2,7291	-2,7291
simulate	2,7368	-2,7368
german	2,7395	-2,7395
starima	2,7445	-2,7445
biological	2,7445	-2,7445
succeed	2,7445	-2,7445
soliton	2,7535	-2,7535
covariance	2,7606	-2,7606
arc	2,7639	-2,7639
regime	2,7699	-2,7699
homogenous	2,7919	-2,7919
overview	2,8064	-2,8064
organize	2,8105	-2,8105
character	2,8218	-2,8218
specification	2,8334	-2,8334
exhaust	2,8466	-2,8466
steady	2,8519	-2,8519
nu	2,8553	-2,8553
avi	2,8553	-2,8553
separation	2,857	-2,857
planner	2,8712	-2,8712
similar	2,8802	-2,8802
phi	2,8904	-2,8904
journal	2,8904	-2,8904
vortex	2,8904	-2,8904
equilibrium	2,8962	-2,8962
plug	2,9158	-2,9158
note	2,9224	-2,9224
police	2,9224	-2,9224
exponent	2,9291	-2,9291
ozone	2,9291	-2,9291
infinite	2,9312	-2,9312
dta	2,9426	-2,9426
randomization	2,9463	-2,9463
soc	2,9578	-2,9578
axis	2,9578	-2,9578
recently	2,962	-2,962
interpretation	2,9677	-2,9677
fhwa	2,9869	-2,9869
comparison	2,9873	-2,9873
dependent	3,0053	-3,0053
conventional	3,0094	-3,0094
yang	3,0155	-3,0155
drink	3,0155	-3,0155
indiana	3,0155	-3,0155
receptor	3,0155	-3,0155
foto	3,0155	-3,0155
progression	3,0179	-3,0179
member	3,0179	-3,0179
card	3,0524	-3,0524
granular	3,0524	-3,0524
svr	3,0659	-3,0659
minute	3,0675	-3,0675
value	3,0688	-3,0688
telematics	3,1083	-3,1083
bond	3,1083	-3,1083
deck	3,1352	-3,1352
tool	3,1371	-3,1371
interface	3,1392	-3,1392
decay	3,1427	-3,1427
orient	3,1545	-3,1545
new	3,1745	-3,1745
bird	3,1813	-3,1813
corsim	3,1829	-3,1829
explain	3,1837	-3,1837
language	3,1871	-3,1871
nm	3,2115	-3,2115
concern	3,2163	-3,2163
ambient	3,2472	-3,2472
inhomogeneity	3,2568	-3,2568
carolina	3,2629	-3,2629
unsignalised	3,2629	-3,2629
moe	3,2629	-3,2629
rhine	3,2629	-3,2629
dynamic	3,313	-3,313
statistical	3,3156	-3,3156
production	3,3432	-3,3432
max	3,3498	-3,3498
elevator	3,354	-3,354
asymptotic	3,3549	-3,3549
measurement	3,355	-3,355
condensation	3,3636	-3,3636
finland	3,3636	-3,3636
ptsf	3,3661	-3,3661
general	3,3681	-3,3681
diamond	3,3746	-3,3746
circulation	3,3901	-3,3901
system	3,4196	-3,4196
knowledge	3,4244	-3,4244
analogy	3,4651	-3,4651
nucleation	3,4651	-3,4651
delta	3,4654	-3,4654
implicit	3,5031	-3,5031
free	3,5071	-3,5071
ba	3,5126	-3,5126
particulate	3,5431	-3,5431
work	3,5474	-3,5474
nonstationary	3,5612	-3,5612
meso	3,5612	-3,5612
euler	3,5612	-3,5612
circular	3,5722	-3,5722
town	3,5722	-3,5722
stay	3,5722	-3,5722
broadcast	3,582	-3,582
master	3,606	-3,606
zone	3,6171	-3,6171
mph	3,6386	-3,6386
harbor	3,6386	-3,6386
test	3,6475	-3,6475
merge	3,6638	-3,6638
daganzo	3,6758	-3,6758
roof	3,6758	-3,6758
sctm	3,6758	-3,6758
benzene	3,6873	-3,6873
nasch	3,6973	-3,6973
centre	3,6973	-3,6973
procedure	3,6987	-3,6987
application	3,7001	-3,7001
hev	3,716	-3,716
zealand	3,716	-3,716
disco	3,716	-3,716
fragility	3,716	-3,716
row	3,716	-3,716
airborne	3,7243	-3,7243
deal	3,7406	-3,7406
rbf	3,7419	-3,7419
unsafe	3,7623	-3,7623
boltzmann	3,7623	-3,7623
dimension	3,7627	-3,7627
rough	3,7757	-3,7757
multiclass	3,7898	-3,7898
expression	3,804	-3,804
l	3,8184	-3,8184
entity	3,8315	-3,8315
plateau	3,8485	-3,8485
cbd	3,8525	-3,8525
atm	3,8707	-3,8707
rehabilitation	3,8707	-3,8707
weno	3,8879	-3,8879
lax	3,9671	-3,9671
exclusion	3,9816	-3,9816
generalization	3,9816	-3,9816
responsive	3,9817	-3,9817
alarm	3,9829	-3,9829
organization	3,9851	-3,9851
leeward	4,0171	-4,0171
aerosol	4,0171	-4,0171
dilution	4,0171	-4,0171
windward	4,0171	-4,0171
disturbance	4,023	-4,023
destination	4,0281	-4,0281
individual	4,0348	-4,0348
approximate	4,0857	-4,0857
meter	4,1094	-4,1094
rh	4,1156	-4,1156
sg	4,1156	-4,1156
coagulation	4,1156	-4,1156
westphalia	4,1156	-4,1156
quickzone	4,1156	-4,1156
avcss	4,1156	-4,1156
asthma	4,1156	-4,1156
det	4,1156	-4,1156
ivhs	4,1156	-4,1156
subscriber	4,1156	-4,1156
riga	4,1156	-4,1156
dimensional	4,1232	-4,1232
function	4,1291	-4,1291
national	4,1497	-4,1497
oil	4,1641	-4,1641
phev	4,1847	-4,1847
part	4,1879	-4,1879
autobahn	4,1885	-4,1885
ns	4,1949	-4,1949
usual	4,2062	-4,2062
hub	4,2135	-4,2135
weak	4,2698	-4,2698
law	4,2743	-4,2743
theory	4,2758	-4,2758
produce	4,3158	-4,3158
closure	4,3242	-4,3242
forecast	4,3311	-4,3311
vot	4,3706	-4,3706
forecasted	4,3706	-4,3706
microscale	4,3979	-4,3979
le	4,3979	-4,3979
detail	4,3982	-4,3982
apply	4,4091	-4,4091
helbing	4,4316	-4,4316
devs	4,4316	-4,4316
line	4,4443	-4,4443
single	4,4652	-4,4652
controller	4,4853	-4,4853
minor	4,4964	-4,4964
axe	4,5271	-4,5271
aloha	4,5271	-4,5271
amplification	4,5271	-4,5271
vdr	4,5271	-4,5271
diet	4,5271	-4,5271
popfnn	4,5271	-4,5271
blank	4,5271	-4,5271
asda	4,5271	-4,5271
amsterdam	4,5322	-4,5322
dot	4,5322	-4,5322
stochastic	4,5437	-4,5437
fast	4,5587	-4,5587
report	4,6084	-4,6084
pollution	4,6128	-4,6128
kerner	4,6128	-4,6128
or	4,6206	-4,6206
recognition	4,6921	-4,6921
package	4,728	-4,728
occur	4,7416	-4,7416
modelling	4,7608	-4,7608
desire	4,7632	-4,7632
helsinki	4,7808	-4,7808
segregation	4,794	-4,794
petri	4,8236	-4,8236
outflow	4,8402	-4,8402
relaxation	4,8502	-4,8502
neuro	4,8711	-4,8711
fluctuation	4,8928	-4,8928
program	4,9088	-4,9088
mvcs	4,9387	-4,9387
nrw	4,9387	-4,9387
estimator	4,9478	-4,9478
elevate	4,9602	-4,9602
finite	4,9676	-4,9676
car	4,9759	-4,9759
bunch	5,0032	-5,0032
probability	5,068	-5,068
meteorological	5,1013	-5,1013
ca	5,1468	-5,1468
cable	5,1628	-5,1628
lifetime	5,1628	-5,1628
replacement	5,1654	-5,1654
conservation	5,2217	-5,2217
form	5,2302	-5,2302
act	5,2761	-5,2761
track	5,2834	-5,2834
disorder	5,2922	-5,2922
upgrade	5,2922	-5,2922
induce	5,3344	-5,3344
tod	5,3503	-5,3503
indoor	5,3503	-5,3503
rtis	5,3503	-5,3503
bitumen	5,3503	-5,3503
renaissance	5,3503	-5,3503
grip	5,3503	-5,3503
tfs	5,3503	-5,3503
individuality	5,3503	-5,3503
no2	5,3737	-5,3737
child	5,4858	-5,4858
rho	5,5319	-5,5319
school	5,5503	-5,5503
flux	5,5707	-5,5707
size	5,5875	-5,5875
dynamical	5,5928	-5,5928
modelled	5,6683	-5,6683
detection	5,7568	-5,7568
ddes	5,7618	-5,7618
kuwait	5,7618	-5,7618
move	5,7852	-5,7852
interchange	5,8617	-5,8617
relation	5,8933	-5,8933
nonequilibrium	5,896	-5,896
wind	5,9084	-5,9084
special	5,9311	-5,9311
poisson	5,9803	-5,9803
table	6,0427	-6,0427
parallel	6,0821	-6,0821
site	6,1102	-6,1102
spm	6,1734	-6,1734
constant	6,179	-6,179
boundary	6,1878	-6,1878
shadow	6,1946	-6,1946
programme	6,3281	-6,3281
noise	6,46	-6,46
microscopic	6,4884	-6,4884
gis	6,5085	-6,5085
code	6,5197	-6,5197
ancona	6,585	-6,585
alcohol	6,585	-6,585
automata	6,6286	-6,6286
outline	6,6774	-6,6774
phenomenon	6,7411	-6,7411
initial	6,8218	-6,8218
technique	6,8612	-6,8612
inhomogeneous	6,8845	-6,8845
rural	6,948	-6,948
vicinity	6,9743	-6,9743
gmti	6,9965	-6,9965
atis	7,0084	-7,0084
chaos	7,1259	-7,1259
processor	7,2802	-7,2802
description	7,3116	-7,3116
airflow	7,392	-7,392
wavelet	7,4198	-7,4198
hurricane	7,4263	-7,4263
gas	7,4341	-7,4341
turbulence	7,4353	-7,4353
zipper	7,5011	-7,5011
equal	7,6495	-7,6495
modular	7,7461	-7,7461
disease	7,8197	-7,8197
observe	7,9254	-7,9254
version	8,009	-8,009
stop	8,0893	-8,0893
rev	8,1381	-8,1381
kong	8,1829	-8,1829
simulator	8,2005	-8,2005
wheeze	8,2312	-8,2312
fluid	8,2576	-8,2576
monoxide	8,4055	-8,4055
quality	8,4433	-8,4433
synchronize	8,7974	-8,7974
hysteresis	8,8727	-8,8727
hong	9,0122	-9,0122
describe	9,0547	-9,0547
nagel	9,096	-9,096
schreckenberg	9,3665	-9,3665
phys	9,4714	-9,4714
traffic	9,5313	-9,5313
neural	9,5317	-9,5317
upsilon	9,8775	-9,8775
shock	9,8972	-9,8972
kinetic	9,9582	-9,9582
discrete	9,9711	-9,9711
qualitative	9,9711	-9,9711
deterministic	10,1716	-10,1716
depletion	10,7007	-10,7007
slow	10,8432	-10,8432
present	10,9403	-10,9403
walker	11,0598	-11,0598
equation	11,0893	-11,0893
dispersion	11,1153	-11,1153
assignment	11,2688	-11,2688
emotional	12,0197	-12,0197
discuss	12,1598	-12,1598
image	12,4474	-12,4474
street	12,6805	-12,6805
congest	12,6924	-12,6924
velocity	12,9483	-12,9483
air	13,3905	-13,3905
simple	13,8066	-13,8066
particle	14,4006	-14,4006
simulation	14,537	-14,537
continuum	14,8401	-14,8401
density	14,9226	-14,9226
fuzzy	15,9527	-15,9527
jam	16,0791	-16,0791
computer	16,873	-16,873
pollutant	17,084	-17,084
ahs	17,4292	-17,4292
incident	18,7917	-18,7917
flow	23,4063	-23,4063
automaton	24,6689	-24,6689
freeway	24,9983	-24,9983
ramp	25,2655	-25,2655
model	26,0762	-26,0762
highway	29,6396	-29,6396
phase	30,4794	-30,4794
cellular	30,7241	-30,7241
transition	32,9651	-32,9651
canyon	40,533	-40,533
concentration	43,2335	-43,2335
